name,feature,location,regional_c,map_reference,dms_latitude,dms_longitude,utm_northing,utm_easting,object_id,latitude,longitude
New Providence,Estate,"L.b. Mahaicony r., 13 km or 8 mi. up and 64 ½ km or 40 mi. from Georgetown.",512221,21SW,"6° 31' 4"" N","57° 48' 12"" W",720517,411155,127,6.517800000000005,-57.8036
New Providence,Village,"R.b. Demerara r., being part of Ramsburg, 7 km or 4 ½ mi. from Georgetown and ½ km or ¼  mi. East of the East Bank Demerara public road.",412221,20NE,"6° 45' 6"" N","58° 10' 54"" W",746466,369383,128,6.751799999999992,-58.1819
New River Fall,Fall,"Corentyne r., 5 ½ km or 3 ½ mi. above New r.",67,68NE,"3° 18' 23"" N","57° 35' 50"" W",365505,433646,129,3.3066000000000013,-57.597300000000004
New Saint Eustatius,Estate,"R.b. Demerara r., 42 km or 26 mi. up.",411211,28NW,"6° 27' 48"" N","58° 18' 16"" W",714638,355731,130,6.463600000000003,-58.30460000000001
New Supply,Estate,"R.b. Demerara r., 42 km or 26 mi. up, being part of New Saint Eustatius.",411211,28NW,"6° 27' 40"" N","58° 18' 17"" W",714363,355691,131,6.461100000000004,-58.305
Newtown,Village,"East Coast Demerara, 23 ½ km or 14 ½ mi. from Georgetown, being part of Hope, 1 km or ½ mi. S. of East Coast Demerara public road.",421132,20NE,"6° 45' 24"" N","57° 59' 35"" W",746975,390240,132,6.756799999999992,-57.9932
Newtown,Township,"R.b. Demerara r., at its mouth being a ward of Georgetown.",413741,20NE,"6° 48' 39"" N","58° 10' 2"" W",753019,371017,133,6.811099999999994,-58.1672
Newtown,Township,"R.b. Demerara r., at its mouth, being part of Georgetown, immediately S. of Kitty.",413252,20NE,"6° 48' 47"" N","58° 8' 39"" W",753246,373549,134,6.81319999999999,-58.1443
New Vigilantie,Estate,"R.b. Berbice r., 35 km or 21½ mi. from New Amsterdam.",611211,29SE,"6° 3' 43"" N","57° 35' 21"" W",670097,434781,135,6.061999999999999,-57.5894
Nibbi River,River,"R.b. Muruwa r., l.b. Essequibo r., 50 km or 31 mi. up.",822111,50NE,"4° 53' 27"" N","59° 5' 42"" W",540977,267645,136,4.890999999999998,-59.0952
Nieu Haarden,Estate,"R.b. Demerara r., 20 km or 12 ½ mi. above Karakara r., Linden.",012213,37NW,"5° 54' 53"" N","58° 18' 36"" W",653966,354975,137,5.914899999999987,-58.3101
Nieu Hoop,Estate,"L.b. Berbice r., 38 km or 23 ½ mi. above Rosignol.",523222,29SE,"6° 8' 38"" N","57° 38' 35"" W",679164,428848,138,6.144000000000002,-57.6431
Nigg,Village,"Corentyne Coast, 19 ½ km or 12 mi. from New Amsterdam.",622121,30NW,"6° 16' 11"" N","57° 23' 15"" W",693040,457129,139,6.269800000000002,-57.387600000000006
Nile,Estate,"R.b. Pomeroon r., 11 km or 7 mi. below Charity.",212231,12NE,"7° 28' 44"" N","58° 37' 34"" W",827036,320535,140,7.479000000000008,-58.62630000000001
Nimachtau Mountain,Mountain,"R.b. Wariwau r., r.b. Rupununi r., l.b. Essequibo r., 2 km or 1 mi. NE. of Nattau mt.",912222,71SW,"2° 37' 30"" N","59° 17' 16"" W",290401,245617,141,2.625200000000004,-59.28779999999999
Niobium River,River,"R.b. Clarice r.,  r.b. W. Muri r., upper Muri r.,  r.b. Oronoque r., r.b. New r., l.b. Corentyne r., 19 km or 12 mi. up.",67,88NW,"1° 58' 23"" N","57° 22' 5"" W",218091,459061,142,1.9731000000000105,-57.3681
Nirwang River,River,"L.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 65 km or 40 ½ mi. up.",721122,32NW,"5° 50' 7"" N","60° 53' 59"" W",646514,67947,143,5.835499999999998,-60.8999
Nismes,Village,"L.b. Demerara r., 7 ½ km or 4 ½ mi. from Vreed-en-Hoop.",332133,20NE,"6° 44' 57"" N","58° 12' 18"" W",746214,366811,144,6.749399999999993,-58.20510000000001
No Hill,Hill,"R.b. Kurupung r., r.b. Mazaruni r., l.b.  Essequibo r., ½ km or ¼  mi. inland from a point 14 ½ km or 9 mi. up.",721212,24SE,"6° 11' 48"" N","60° 14' 5"" W",686043,141949,145,6.196700000000001,-60.2348
Nochpoko River,River,"R.b. Kwitaro r.,  l.b. Rewa r., r.b. Rupununi r., l.b. Essequibo r., 59 km or 36 ½ mi. up.",922121,66SW,"3° 1' 47"" N","58° 54' 5"" W",335093,288676,146,3.0299999999999896,-58.9014
Nog Eens,Village,"East Coast Demerara, 16 km or 10 mi. from Georgetown.",41422,20NE,"6° 47' 43"" N","58° 2' 28"" W",751243,384939,147,6.7953,-58.0412
Noitgedacht,Settlement,"R.b. Demerara r., 4 km or 2 ½ mi. above Karakara r., being part of Linden.",01212,37NW,"5° 59' 29"" N","58° 17' 14"" W",662444,357517,148,5.991599999999987,-58.287299999999995
Noitgedacht,Estate,"L.b. Demerara r., 8 ½ km or 5 ½ mi. below Kamuni r.",331232,20SE,"6° 34' 43"" N","58° 13' 53"" W",727352,363846,149,6.578799999999998,-58.23149999999999
Noitgedacht,Estate,"R.b. Mahaica r., 7 km or 4 ½ mi. up and 44 km or 27 ½ mi. from Georgetown.",512311,21SW,"6° 38' 54"" N","57° 53' 52"" W",734992,400754,150,6.648599999999992,-57.8979
Noitgedacht,Estate,"S. side No. 2 Canal, 8 km or 5 mi. inland from l.b. Demerara r.",332123,20NW,"6° 45' 57"" N","58° 16' 19"" W",748062,359425,151,6.7659999999999965,-58.272
Noitgedacht,Village,"Eastern side Wakenaam Id., in the estuary of Essequibo r., 3 ½ km or 2 mi. from Good Success via Regent Cross road.",312228,20NW,"6° 56' 27"" N","58° 27' 13"" W",767465,339397,152,6.94090000000001,-58.4537
Noitgedacht River,River,"R.b. Konawak r., r.b. Potaro r., l.b. Essequibo r., 5 ½ km or 3 ½ mi. up.",821212,43NE,"5° 20' 4"" N","59° 6' 56"" W",590054,265540,153,5.334599999999995,-59.11569999999999
Nomen Nescio,Estate,"L.b. Berbice r., 21 ½ km or 13 ½ mi. above Rosignol.",523221,29SE,"6° 10' 7"" N","57° 38' 27"" W",681902,429095,154,6.168799999999998,-57.640899999999995
Nonpareil,Estate,"East Coast Demerara, 20 km or 12 ½ mi. from Georgetown.",42112,20NE,"6° 46' 27"" N","58° 0' 42"" W",748922,388195,155,6.774399999999992,-58.0117
Nonpareil Park,Estate,"R.b. Demerara r., at its mouth, being part of Georgetown.",413122,20NE,"6° 49' 7"" N","58° 9' 12"" W",753875,372554,156,6.818799999999996,-58.153400000000005
Noorden,Estate,"L.b. Essequibo r., 6 ½ km or 4 mi. above Supenaam r.",311222,19NE,"6° 55' 48"" N","58° 34' 5"" W",766306,326758,157,6.93009999999999,-58.5681
Nooten Zuil,Village,"East Coast Demerara, 27 ½ km or 17 mi. from Georgetown.",421146,21SW,"6° 44' 32"" N","57° 57' 40"" W",745377,393769,158,6.742399999999987,-57.96119999999999
Norguparu River,River,"L.b. Ireng r., r.b. Takutu r., 15 km or 9 ½ mi. above Tumong r.",811129,48NE,"4° 48' 48"" N","60° 1' 5"" W",532774,165180,159,4.813400000000002,-60.0181
North East La Penitence,Township,"R.b. Demerara r., being part of La Penitence, Georgetown, bet. Vlissengen Road and Kitty Avenue, N. of East La Penitence.",413641,20NE,"6° 47' 48"" N","58° 9' 4"" W",751431,372766,160,6.7967999999999895,-58.151399999999995
North Fork Creek,Creek,"R.b. Charabaru r., r.b. Demerara r., 11 ½ km or 7 mi. up.",012321,52NW,"4° 53' 1"" N","58° 23' 56"" W",539985,344856,161,4.883799999999989,-58.3991
North Fork River,River,"L.b. Konawaruk r., l.b. Essequibo r., 53 km or 33 mi. up.",821221,43SE,"5° 6' 50"" N","59° 6' 22"" W",565663,266508,162,5.114099999999991,-59.1062
North Kamarikuri Island,Island,"Essequibo r., 12 km or 7 ½ mi. above Bartica.",011224,27NE,"6° 18' 11"" N","58° 34' 56"" W",696983,324946,163,6.303199999999997,-58.5825
North Laulau Island,Island,"Essequibo r., 1 ½ km or 1 mi. from a point on its right bank, 13 km or 8 mi. above Bonasika r.",312112,19SE,"6° 38' 48"" N","58° 35' 5"" W",734978,324814,164,6.646699999999998,-58.584700000000005
North Mackenzie,Village,"Mackenzie, r.b. Demerara r., being part of Linden.",012121,28SW,"6° 0' 48"" N","58° 18' 4"" W",664857,355968,165,6.013399999999991,-58.3014
North Muruwa River,River,"L.b. Muruwa r., l.b. Essequibo r., 32 km or 20 mi. up.",82211,51NW,"4° 54' 39"" N","58° 59' 56"" W",543156,278324,166,4.910999999999997,-58.99900000000001
North Omai River,River,"L.b. Omai r., l.b. Essequibo r., 8 km or 5 mi. up.",722224,36SW,"5° 31' 48"" N","58° 47' 5"" W",611552,302289,167,5.530099999999988,-58.7847
North Ruimveldt,Township,"Georgetown, r.b. Demerara r., bet. Festival City and Lamaha Canal, N. of South Ruimveldt Park.",413422,20NE,"6° 46' 48"" N","58° 8' 4"" W",749584,374604,168,6.780099999999987,-58.1347
Northwest Arimu River,River,"L.b. Big Arimu r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 19 ½ km or 12 mi. up.",712211,18SE,"6° 31' 13"" N","59° 5' 48"" W",721229,268135,169,6.520499999999994,-59.096700000000006
Northwest Kaburi River,River,"R.b. W. Kaburi r., upper Kaburi r., r.b. Mazaruni r., l.b. Essequibo r., 20 km or 12 ½ mi. above its confluence with Main Kaburi r.",722211,35SE,"5° 43' 48"" N","59° 6' 5"" W",633790,267273,170,5.730100000000001,-59.1014
Nosan Creek,Creek,"R.b. Potaro r., l.b. Essequibo r., 21 km or 13 mi. above Kangaruma.",812122,43NW,"5° 17' 39"" N","59° 19' 1"" W",585678,243176,171,5.2942999999999945,-59.31719999999999
Nosan Island,Island,"Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 49 ½ km or 30 ½ mi. up.",712211,18SE,"6° 36' 48"" N","59° 0' 5"" W",731458,278720,172,6.613399999999992,-59.0014
Nosan Mountain,Mountain,"R.b. Potaro r., l.b. Essequibo r., 2 km or 1 mi. SW. of the mouth of Amu r.",812122,43NW,"5° 17' 22"" N","59° 19' 36"" W",585162,242099,173,5.289599999999997,-59.3269
Noseno River,River,"R.b. Aunama r., r.b. Barama r., l.b. Waini r., 19 km or 12 mi. up.",122143,9SE,"7° 8' 3"" N","60° 11' 44"" W",789818,146951,174,7.134299999999994,-60.1957
Nottinghamshire,Estate,"R.b. Demerara r., 7 km or 4 ½ mi. above Karakara r., being part of Linden.",01212,37NW,"5° 58' 20"" N","58° 16' 33"" W",660324,358774,175,5.9724999999999975,-58.27589999999999
Nouvelle Flanders,Village,"West Coast Demerara, 3 km or 2 mi. from Vreed-en-Hoop.",332224,20NE,"6° 48' 58"" N","58° 12' 26"" W",753617,366582,176,6.816399999999997,-58.2074
Nouvelle Flanders-La Jalousie Vill. Dist.,Vil. Dist.,"West Coast Demerara, 7 km or 4 ½ mi. from Vreed-en-Hoop.",33222,20NE,"6° 49' 38"" N","58° 14' 41"" W",754832,362435,177,6.827299999999993,-58.2449
Novar,Village,"East Coast Demerara, 63 km or 39 mi. from Georgetown.",521223,21SW,"6° 33' 3"" N","57° 45' 51"" W",724159,415503,178,6.550799999999995,-57.7643
Now Creek,Creek,"L.b. Young ck., r.b. Robello r., r.b. Morabisi r., l.b. Mazaruni r., l.b. Essequibo r., 2 km or 1 mi. up.",722132,34NE,"5° 54' 48"" N","59° 35' 5"" W",654296,213803,179,5.9133999999999975,-59.58480000000001
Now or Never,Village,"East Coast Demerara, 52 ½ km or 32 ½ mi. from Georgetown.",512323,21SW,"6° 36' 28"" N","57° 49' 33"" W",730487,408696,180,6.608000000000001,-57.8259
Nuegiparu Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 29 ½ km or 18 ½ mi. above Sukabi r.",721151,41SE,"5° 11' 48"" N","60° 6' 5"" W",575251,156127,181,5.1966999999999866,-60.1015
Number O See Number Nought,Village,"Corentyne Coast, 56 km or 35 mi. from New Amsterdam.",632111,30SE,"6° 1' 43"" N","57° 10' 44"" W",666373,480176,182,6.028599999999992,-57.1791
Number O See Number Nought,Village,"Corentyne Coast, 15 ½ km or 9 ½ mi. from New Amsterdam.",621211,30NW,"6° 17' 26"" N","57° 24' 51"" W",695342,454170,183,6.290599999999996,-57.4143
Number 1 See Number One,Village,"Corentyne Coast, 16 km or 10 mi. from New Amsterdam.",621212,30NW,"6° 17' 44"" N","57° 24' 35"" W",695894,454660,184,6.295599999999996,-57.4099
Number 1 Canal See Number One Canal,Canal,"L.b. Demerara r., 7 km or 4 ½ mi. from Vreed-en-Hoop.",332,20NE,"6° 46' 3"" N","58° 12' 7"" W",748229,367157,185,6.7677000000000005,-58.2021
Number 1 Kintyre and Seawell See Kintyre & Seawell,Estate,"N. side Grand Canal, 1 ¼  km or ¾  mi. from r.b. Berbice r., embracing Kintyre and Seawell.",621111,30NW,"6° 18' 18"" N","57° 30' 9"" W",696962,444414,186,6.305099999999991,-57.5025
Number 1 Sheet Anchor See Sheet Anchor,Village,"East Coast Berbice, 2 km or 1 mi. from New Amsterdam.",621311,29NE,"6° 15' 23"" N","57° 30' 22"" W",691599,444009,187,6.256599999999983,-57.5062
Number 2 Canal See Number Two Canal,Canal,"L.b. Demerara r., 10 ½ km or 6 ½ mi. from Vreed-en-Hoop.",33214,20SE,"6° 43' 48"" N","58° 12' 4"" W",744073,367222,188,6.730100000000002,-58.20139999999999
Number 2 Courtland See Courtland,Village,"Corentyne Coast, 17 km or 10 ½ mi. from New Amsterdam.",621221,30NW,"6° 17' 22"" N","57° 24' 19"" W",695231,455149,189,6.289600000000012,-57.40550000000001
Number 2 Cumberland See Cumberland,Village,"R.b. Canje r., r.b. Berbice r., 2 ½ km or 1 ½ mi. from New Amsterdam, along East Coast Berbice public road.",621312,30NW,"6° 17' 8"" N","57° 30' 34"" W",694824,443622,190,6.285799999999998,-57.50970000000001
Number 3 See Number Three,Estate,"L.b. Berbice r., ½ km or ¼  mi. above Rosignol and 105 km or 65 mi. from Georgetown.",52314,29NE,"6° 16' 15"" N","57° 32' 28"" W",693188,440119,191,6.271000000000002,-57.54129999999999
Number 3 Canal See Number Three Canal,Canal,"R.b. Demerara r., 7 ½ km or 4 ½ mi. from Georgetown.",4122,20NE,"6° 44' 48"" N","58° 11' 4"" W",745912,369068,192,6.746799999999993,-58.1847
Number 3 Fyrish See Fyrish,Village,"Corentyne Coast, 17 ½ km or 11 mi. from New Amsterdam.",621222,30NW,"6° 17' 15"" N","57° 24' 1"" W",695026,455721,193,6.287700000000005,-57.40030000000001
Number 3 Palmyra See Palmyra,Estate,"N. side Grand Canal, 2 km or 1 mi. from r.b. Berbice r.",621111,30NW,"6° 18' 38"" N","57° 30' 37"" W",697569,443556,194,6.3105999999999955,-57.5103
Number 3 and 4 Canefield See Canefield,Village,"R.b. Canje r., r.b. Berbice r., 4 ½ km or 3 mi. up.",621321,30SW,"6° 14' 42"" N","57° 29' 0"" W",690326,446529,195,6.2450999999999945,-57.48340000000001
Number 3 to 7 See Numbers Three to Seven.,Estates,"Off r.b. Berbice r., 5 ½ km or 3 ½ mi. Southwestwards of Mara.",611111,38NE,"5° 57' 22"" N","57° 38' 10"" W",658397,429575,196,5.956099999999997,-57.6363
Number 4 See Number Four,Estate,"L.b. Berbice r., 1 km or ½ mi. above Rosignol and 105 ½ km or 65 ½ mi. from Georgetown.",523142,29NE,"6° 16' 5"" N","57° 33' 4"" W",692893,439031,197,6.268299999999987,-57.55120000000001
Number 4 Kilcoy and Chesney See Kilcoy & Chesney,Village,"Corentyne Coast, 18 ¼  km or 11 ½ mi. from New Amsterdam, comprising Kilcoy and Chesney.",622111,30NW,"6° 16' 38"" N","57° 23' 52"" W",693869,455997,198,6.277300000000002,-57.3978
Number 4 Palmyra See Palmyra,Village,"East Coast Berbice, 4 ½ km or 3 mi. from New Amsterdam.",621312,30NW,"6° 18' 38"" N","57° 30' 27"" W",697563,443859,199,6.3105999999999955,-57.5076
Number 5 See Number Five,Estate,"L.b. Berbice r., 1 ½ km or 1 mi. above Rosignol and 106 km or 66 mi. from Georgetown.",523142,29NE,"6° 15' 40"" N","57° 32' 40"" W",692103,439774,200,6.261099999999991,-57.5444
Number 5 Albion  See Albion,Village,"Corentyne Coast, 19 km or 12 mi. from New Amsterdam.",622112,30NW,"6° 16' 21"" N","57° 23' 33"" W",693364,456557,201,6.272699999999993,-57.39269999999999
Number 5 Bramfield See Bramfield,Estate,"East Coast Berbice, 5 ½ km or 3 ½ mi. from New Amsterdam.",621111,30NW,"6° 17' 32"" N","57° 30' 10"" W",695561,444361,202,6.292500000000003,-57.503
Number 6 Nigg See Nigg,Village,"Corentyne Coast, 19 ½ km or 12 mi. from New Amsterdam.",622121,30NW,"6° 16' 18"" N","57° 23' 12"" W",693261,457224,203,6.271799999999997,-57.3867
Number 6 Prospect See Prospect,Estate,"S. side Grand Canal, 2 ½ km or 1 ½ mi. from r.b. Berbice r.",621313,30NW,"6° 16' 53"" N","57° 30' 12"" W",694342,444316,204,6.281400000000005,-57.50339999999999
Number 7 See Number Seven,Village,"East Coast Berbice, 6 km or 3 ½ mi. from New Amsterdam.",621111,30NW,"6° 18' 27"" N","57° 29' 56"" W",697244,444811,205,6.307699999999992,-57.499
Number 8 Chester See Chester,Estate,"S. side Grand Canal, 3 km or 2 mi. from r.b. Berbice r.",621313,30SW,"6° 16' 51"" N","57° 29' 46"" W",694301,445109,206,6.28109999999999,-57.496199999999995
Number 8 and 9 Balthyock See Balthyock,Estate,"L.b. Berbice r., 4 km or 2 ½ mi. above Rosignol.",523143,29SE,"6° 14' 41"" N","57° 32' 48"" W",690300,439503,207,6.244799999999991,-57.5469
Number 9 See Number Nine,Estate,"L.b. Berbice r., 11 km or 7 mi. above Rosignol.",523212,29SE,"6° 11' 36"" N","57° 33' 23"" W",684623,438425,208,6.193499999999994,-57.556599999999996
Number 9 Lewis Manor See Lewis Manor,Village,"East Coast Berbice, 6 ½ km or 4 mi. from New Amsterdam.",621111,30NW,"6° 18' 32"" N","57° 29' 37"" W",697386,445396,209,6.309000000000005,-57.4937
Number 10 See Number Ten,Village,"L.b. Mahaicony r., 8  ½ km or 5 ½ mi. up and 62 km or 38 ½ mi. from Georgetown.",512333,21SW,"6° 32' 32"" N","57° 47' 53"" W",723239,411738,210,6.542499999999987,-57.7983
Number 10 Smithsons Place See Smithsons Place,Estate,"S. side Grand Canal, 4 km or 2 ½ mi. from r.b. Berbice r.",621313,30NW,"6° 16' 42"" N","57° 29' 28"" W",694008,445669,211,6.278399999999987,-57.4912
Number 10 to 12 Goldstone Hall See Goldstone Hall,Estate,"R.b. Canje r., r.b. Berbice r., 9 km or 5 ½ mi. from New Amsterdam.",6213,30SW,"6° 13' 0"" N","57° 28' 6"" W",687198,448187,212,6.216899999999988,-57.46840000000001
Number 11 Treurniet See Treurniet,Village,"East Coast Berbice, 7 km or 4 ½ mi. from New Amsterdam.",621112,30NW,"6° 18' 34"" N","57° 29' 18"" W",697441,445972,213,6.309499999999984,-57.48850000000001
Number 12 See Number Twelve,Village,"West Coast Berbice, 94 km or 58 ½ mi. from Georgetown.",523112,29NE,"6° 21' 12"" N","57° 34' 54"" W",702315,435638,214,6.3534999999999835,-57.5819
Number 12 See Number Twelve,Village,"L.b. Mahaicony r., 9 ½ km or 6 mi. up and 62 ½ km or 39 mi. from Georgetown.",512333,21SW,"6° 32' 3"" N","57° 47' 53"" W",722331,411736,215,6.534199999999992,-57.7983
Number 12 Tapinsburg See Tapinsburg,Estate,"S. side Grand Canal, 4 ½ km or 3 mi. from r.b. Berbice r.",621313,30NW,"6° 17' 56"" N","57° 29' 18"" W",696281,445975,216,6.299000000000005,-57.48839999999999
Number 13 Hermitage See Hermitage,Village,"East Coast Berbice, 7 ½ km or 4 ½ mi. from New Amsterdam.",621112,30NW,"6° 18' 3"" N","57° 28' 50"" W",696509,446820,217,6.301100000000001,-57.48080000000001
Number 14 See Number Fourteen,Estate,"S. side Grand Canal, 5 km or 3 mi. from r.b. Berbice r.",621313,30NW,"6° 17' 53"" N","57° 28' 59"" W",696201,446559,218,6.298299999999985,-57.48310000000001
Number 15 Susannah See Susannah,Village,"East Coast Berbice, on N. side Grand Canal, 8 km or 5 mi. from New Amsterdam.",621112,30NW,"6° 18' 36"" N","57° 28' 47"" W",697527,446916,219,6.310300000000005,-57.4799
Number 16 Belladrum See Belladrum,Estate,"S. side Grand Canal, 5 ½ km or  3 ½ mi. from r.b. Berbice r.",621313,30NW,"6° 16' 29"" N","57° 28' 34"" W",693612,447307,220,6.274900000000003,-57.4764
Number 17 Bohemia See Bohemia,Village,"East Coast Demerara, 9 km or 5 ½ mi. from New Amsterdam.",621112,30NW,"6° 18' 40"" N","57° 28' 24"" W",697621,447634,221,6.311100000000001,-57.4734
Number 18 Wilhelmina See Wilhelmina,Estate,"S. side Grand Canal, 6 km or 3 ½ mi. from r.b. Berbice r.",621313,30NW,"6° 16' 28"" N","57° 28' 15"" W",693588,447899,222,6.2745999999999995,-57.471
Number 19 Kendalls See Kendalls,Village,"East Coast Berbice, 9 ½ km or 6 mi. from New Amsterdam.",621121,30NW,"6° 18' 40"" N","57° 28' 9"" W",697644,448104,223,6.311300000000015,-57.4692
Number 20 Promised Land See Promised Land,Estate,"S. side Grand Canal, 7 km or 4 ½ mi. from r.b. Berbice r.",621313,30NW,"6° 16' 26"" N","57° 27' 54"" W",693524,448543,224,6.2740999999999945,-57.4652
Number 21 Warren  See Warren,Village,"East Coast Berbice, 10 km or 6 mi. from New Amsterdam.",621121,30 NW,"6° 18' 33"" N","57° 27' 47"" W",697407,448759,225,6.3091999999999935,-57.4633
Number 22 Retmeyer  See Retmeyer,Estate,"S. side Grand Canal, 7 ½ km or 4 ½ mi. from r.b. Berbice r.",621313,30NW,"6° 16' 34"" N","57° 27' 37"" W",693772,449064,226,6.276299999999992,-57.4605
Number 23 Dunrobin  See Dunrobin,Village,"East Coast Berbice, 10 ½ km or 6 ½ mi. from New Amsterdam.",621121,30NW,"6° 16' 48"" N","57° 27' 4"" W",694186,450075,227,6.280099999999992,-57.4513
Number 24  See Number Twenty-four,Estate,"S. side Grand Canal, 8 km or 5 mi. from r.b. Berbice r.",621313,30NW,"6° 16' 16"" N","57° 27' 19"" W",693204,449632,228,6.271199999999991,-57.4553
Number 25 Industry  See Industry,Estate,"East Coast Berbice, 11 km or 7 mi. from New Amsterdam.",621121,30NW,"6° 18' 8"" N","57° 27' 9"" W",696646,449936,229,6.302299999999987,-57.452600000000004
Number 26  See Number Twenty-six,Estate,"S. side Grand Canal, 8 ½ km or 5 ½ mi. from r.b. Berbice r.",621313,30NW,"6° 16' 14"" N","57° 26' 52"" W",693148,450441,230,6.270699999999999,-57.44800000000001
Number 27 Bush Lot  See Bush Lot,Village,"Corentyne Coast, 34 km or 21 mi. from New Amsterdam.",622432,30SW,"6° 11' 39"" N","57° 16' 2"" W",684675,470422,231,6.194200000000001,-57.2674
Number 27 Hammersmith  See Hammersmith,Village,"East Coast Berbice, 11 ½ km or 7 mi. from New Amsterdam.",621122,30NW,"6° 18' 9"" N","57° 26' 50"" W",696674,450511,232,6.30259999999999,-57.4474
