name,feature,location,regional_c,map_reference,dms_latitude,dms_longitude,utm_northing,utm_easting,object_id,latitude,longitude
High Grass River,River,"R.b. East Muri r., upper Muri r., r.b. Oronoque r., r.b. New r., l.b. Corentyne r., 12 km or 7 ½ mi. up.",67,81SW,"2° 6' 54"" N","57° 23' 1"" W",233794,457337,4964,2.1152000000000104,-57.38369999999999
Hikirina Creek,Creek,"R.b. Barima r., 4 km or 2 ½ mi. above a point opp. Kaituma r.",112224,1SE,"8° 10' 48"" N","59° 38' 37"" W",905170,208681,4965,8.180099999999989,-59.643800000000006
Hikkikabra Creek,Creek,"R.b. Demerara r., 18 ½ km or 11 ½ mi. above Kuruabaru r.",012312,45NW,"5° 23' 41"" N","58° 29' 1"" W",596506,335614,4966,5.394799999999993,-58.4837
Hillfoot Landing,Locality,"L.b. Mazaruni r., l.b. Essequibo r., 10 ½ km or 6 ½ mi. above Morabisi r.",722132,34NE,"5° 51' 2"" N","59° 32' 46"" W",647343,218052,4967,5.850699999999999,-59.54610000000001
Himahana Creek,Creek,"L.b. Aruba r., l.b. Barima r., 9 ½ km or 6 mi. up.",112125,1SW,"8° 10' 32"" N","59° 47' 58"" W",904785,191513,4968,8.175600000000006,-59.7995
Himiruaka Creek,Creek,"R.b. Berbice r., 49 km or 30 ½ mi. above Wikki r.",021223,45NE,"5° 16' 57"" N","58° 2' 30"" W",583993,384570,4969,5.282600000000003,-58.04169999999999
Hipaia,Locality,"L.b. Essequibo r., 23 km or 14 ½ mi. above Bartica.",11223,27SE,"6° 12' 54"" N","58° 34' 42"" W",687239,325359,4970,6.215099999999984,-58.578500000000005
Hipaia Creek,Creek,"L.b. Essequibo r., 23 km or 14 ½ mi. above Bartica.",011223,27SE,"6° 13' 8"" N","58° 34' 47"" W",687679,325211,4971,6.218999999999998,-58.579800000000006
Hipaia Island,Island,"Essequibo r., 23 km or 14 ½ mi. above Bartica.",011223,27SE,"6° 12' 48"" N","58° 34' 41"" W",687049,325378,4972,6.213299999999978,-58.5783
Hitia,Settlement,"L.b. Berbice r., 23 ½ km or 14 ½ mi. above a point opp. Bartica ck.",022211,38NE,"5° 48' 12"" N","57° 45' 18"" W",641525,416407,4973,5.803399999999992,-57.75500000000001
Hit or Miss River,River,"R.b. W. Kaburi r., l.b. Main Kaburi r., upper Kaburi r., r.b. Mazaruni r., l.b. Essequibo r., 13 km or 8 mi. up.",722211,35SE,"5° 40' 21"" N","59° 5' 45"" W",627435,267842,4974,5.672599999999991,-59.0961
Hobitipu Mountain,Mountain,"L.b. Ubai r., l.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 1 ½ km or 1 mi. inland from a point 5 km or 3 mi. up.",721122,32NW,"5° 51' 41"" N","60° 56' 27"" W",649424,63401,4975,5.861499999999994,-60.940999999999995
Hobodia Creek,Creek,"R.b. Aruka r., l.b. Barima r., 48 km or 30 mi. up.",112112,5NW,"7° 51' 48"" N","59° 53' 5"" W",870297,181862,4976,7.863399999999991,-59.8848
Hobodia Amer. Vil.,Amer. Vil.,"L.b. Aruka r., l.b. Barima r., 2 km or 1 mi. inland from a point 35 km or 21 ½ mi. above Koriabo r.",112113,5NW,"7° 56' 48"" N","59° 51' 5"" W",879496,185604,4977,7.946799999999994,-59.85150000000001
Hobotiri,Locality,"R.b. Barama r., l.b. Waini r., 149 ½ km or 93 mi. up.",122134,10NW,"7° 21' 48"" N","59° 49' 5"" W",814906,188860,4978,7.363400000000009,-59.8181
Hoff Van Aurich,Estate,"Essequibo Coast, 26 km or 16 mi. Northwards of Supenaam r.",221213,12SE,"7° 10' 50"" N","58° 30' 0"" W",793980,334367,4979,7.180599999999992,-58.5
Hofwerk,Estate,"R.b. Berbice r., 17 km or 10 ½ mi. above Bartica ck.",22221,38NE,"5° 46' 8"" N","57° 43' 55"" W",637716,418941,4980,5.768999999999987,-57.7321
Hog Creek,Creek,"R.b. Robello r., r.b. Morabisi r., l.b. Mazaruni r., l.b. Essequibo r., 16 km or 10 mi. up.",722132,34NE,"5° 56' 11"" N","59° 35' 58"" W",656860,212184,4981,5.936500000000002,-59.5995
Hog Island,Island,"Estuary of Essequibo r., 5 km or 3 mi. from a point on its r.b., 4 km or 2 ½ mi. below Bonasika r.",31212,19NE,"6° 46' 45"" N","58° 33' 48"" W",749627,327204,4982,6.779300000000004,-58.56349999999999
Hogstye,Village,"Corentyne Coast, 31 km or 19 mi. from New Amsterdam.",622422,30SW,"6° 12' 49"" N","57° 16' 56"" W",686839,468771,4983,6.213700000000007,-57.2823
Hogstye - Lancaster Local Govt. Dist.,L.G. Dist.,"Corentyne Coast, from Limlair to Lancaster, 29 ½ km or 18 ½ mi. from New Amsterdam.",6224,30SW,"6° 12' 1"" N","57° 17' 10"" W",685361,468342,4984,6.2004,-57.2862
Hoit Mountain,Mountain,"R.b. Amu r., r.b. Potaro r., l.b. Essequibo r., 1 km or ½ mi. SE. of a point, 1 km or ½ mi. up.",812122,43NW,"5° 17' 14"" N","59° 18' 28"" W",584915,244214,4985,5.287500000000001,-59.3078
Hokuina Creek,Creek,"L.b. Aruau r., l.b. Aruka r., l.b. Barima r., 4 ½ km or 3 mi. up.",112122,1SW,"8° 1' 48"" N","59° 51' 5"" W",888720,185668,4986,8.030099999999997,-59.85150000000001
Holadibisi Creek,Creek,"L.b. Berbice r., 20 km or 12 ½ mi. above Wiruni r.",022111,38SW,"5° 33' 48"" N","57° 55' 27"" W",615034,397624,4987,5.563499999999995,-57.9243
Holitipu Mountain,Mountain,"L.b. Paruima r., l.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 10 km or 6 mi. NW. of Soraba Fall, 8 ½ km or 5 ½ mi. up.",721121,31NE,"5° 56' 59"" N","61° 6' 23"" W",659345,45113,4988,5.949799999999997,-61.10649999999999
Hollandia,Estate,"L.b. Berbice r., 15 km or 9 ½ mi. below Wiruni r.",022211,38SW,"5° 41' 12"" N","57° 47' 59"" W",628652,411414,4989,5.686899999999996,-57.79999999999999
Homeparu River,River,"L.b. Puruni r., l.b. Mazaruni r., l.b. Essequibo r., 111 km or 69 mi. up.",722122,25NE,"6° 19' 48"" N","59° 31' 5"" W",700366,221406,4990,6.330099999999989,-59.51809999999999
Honey Bee Creek,Creek,"L.b. Little Arimu r., r.b. Big Arimu r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 8 km or 5 mi. up.",712211,26NE,"6° 25' 55"" N","59° 11' 11"" W",711490,258153,4991,6.432100000000003,-59.1866
Honey Camp,Locality,"R.b. Mazaruni r., l.b. Essequibo r., 6 ½ km or 4 mi. below Issano.",722134,35NW,"5° 49' 57"" N","59° 22' 48"" W",645272,236449,4992,5.832799999999996,-59.38000000000001
Honey Point,Point,"Atlantic Coast, 9 ½ km or 6 mi. Northwestwards of the mouth of Moruka r.",212212,7SW,"7° 44' 0"" N","58° 50' 0"" W",855268,297792,4993,7.733499999999987,-58.8334
Hong Kong,Village,"L.b. Corentyne r., 68 km or 42 mi. from New Amsterdam.",632133,39NE,"5° 55' 43"" N","57° 8' 57"" W",655335,483472,4994,5.928800000000001,-57.1493
Honikuri Yiatzo Mountain,Mountain,"Bet. the headwaters of Wapuau and Onoro rivers, r.b. Essequibo r.",92111,91NE,"1° 28' 3"" N","58° 29' 29"" W",162269,334058,4995,1.4675999999999987,-58.491600000000005
Hoog en Droog Island,Island,"Essequibo r., 28 km or 17 ½ mi. above Bartica.",011222,27SE,"6° 10' 18"" N","58° 34' 10"" W",682463,326325,4996,6.171900000000004,-58.5696
Hoogstraten,Estate,"L.b. Berbice r., 18 km or 11 mi. below Wiruni r.",022211,38SW,"5° 41' 58"" N","57° 47' 33"" W",630044,412223,4997,5.699499999999997,-57.7927
Hoop en Vries,Estate,"Northern side of Hog Id., 4 km or 2 ½ mi. above its Northern end, in the estuary of Essequibo r.",312123,19NE,"6° 53' 4"" N","58° 30' 57"" W",761241,332490,4998,6.884499999999999,-58.516099999999994
Hoorn,Locality,"L.b. Berbice r., 13 ½ km or 8 ½ mi. above a point opp. Mara.",523232,29SE,"6° 0' 13"" N","57° 42' 36"" W",663661,421407,4999,6.003699999999995,-57.7101
Hoorn Creek,Creek,"L.b. Berbice r., 13 ½ km or 8 ½ mi. above a point opp. Mara.",523232,29SE,"6° 0' 12"" N","57° 42' 25"" W",663636,421733,5000,6.003500000000005,-57.70719999999999
Waakzaamheid,Estate,"R.b. Berbice r., 2 ½ km or 1 ½ mi. above Mara.",611112,38NE,"5° 59' 36"" N","57° 37' 41"" W",662525,430479,5001,5.993499999999994,-57.6282
Wababo River,River,"L.b. Berbice r., 16 ½ km or 10 mi. above Wiruni r.",022,38SW,"5° 35' 7"" N","57° 54' 23"" W",617445,399590,5002,5.585299999999986,-57.906600000000005
Wabanoko Creek,Creek,"R.b. Amakura r., 2 ½ km or 1 ½ mi. above Haiowa r.",112116,1SW,"8° 11' 48"" N","59° 57' 5"" W",907247,174769,5003,8.196799999999993,-59.9515
Wabaru River,River,"R.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 35 km or 21 ½ mi. up.",721131,32NW,"6° 48' 48"" N","60° 45' 5"" W",754735,85190,5004,6.813399999999993,-60.7515
Wabrakabra Creek,Creek,"L.b. Demerara r., 21 ½ km or 13 ½ mi. below Ororo Marali or Great Falls.",012223,44NE,"5° 24' 44"" N","58° 30' 31"" W",598450,332845,5005,5.412299999999992,-58.5087
Wabrakabra Landing,Locality,"L.b. Demerara r., 21 ½ km or 13 ½ mi. below Ororo Marali or Great Falls.",012223,44NE,"5° 23' 48"" N","58° 31' 5"" W",596726,331802,5006,5.396699999999999,-58.51809999999999
Wabroek Falls,Falls,"Essequibo r., 43 ½ km or 27 mi. above Bartica.",011222,27SE,"6° 2' 37"" N","58° 35' 28"" W",668312,323883,5007,6.0438999999999945,-58.5913
Waharina River,River,"L.b. Yarikita r., r.b. Amakura r., 7 km or 4 ½ mi. up.",112112,1SW,"8° 1' 4"" N","59° 58' 42"" W",887456,171658,5008,8.017799999999987,-59.97840000000001
Wahtope Hill,Hill,"R.b. Kartuni r., l.b. Puruni r., l.b. Mazaruni r., l.b. Essequibo r., 6 km or 3 ½ mi. SW. of the mouth of Akuru r.",722112,17SW,"6° 32' 48"" N","59° 59' 5"" W",724624,169871,5009,6.546700000000004,-59.98480000000001
Waia Creek,Creek,"R.b. Kamuni r., l.b. Demerara r., 32 km or 20 mi. up.",331222,20SW,"6° 38' 8"" N","58° 19' 10"" W",733674,354139,5010,6.635699999999988,-58.31949999999999
Waiabantipu Mountain,Mountain,"L.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 3 km or 2 mi. NW. of Tewapia Fall, 87 ½ km or 54 ½ mi. up Kamarang r.",721121,31NE,"5° 50' 48"" N","61° 1' 5"" W",647852,54828,5011,5.846699999999997,-61.0182
Waiaka,Settlement,"L.b. Tapakuma r., r.b. Arapiako r., r.b. Pomeroon r., ½ km or ¼  mi. inland from the Southeastern corner of Tapakuma lake.",221144,12SE,"7° 14' 48"" N","58° 34' 5"" W",801326,326877,5012,7.246799999999987,-58.5681
Waiakabra Creek,Creek,"R.b. Madewini r., r.b. Demerara r., 5 km or 3 mi. up.",41,20SE,"6° 30' 42"" N","58° 13' 27"" W",719949,364636,5013,6.511800000000007,-58.22420000000001
Waiakabura Creek,Creek,"R.b. Wikki r., r.b. Berbice r., 1 ½ km or 1 mi. up.",022222,38SW,"5° 33' 16"" N","57° 54' 20"" W",614036,399670,5014,5.554500000000005,-57.90579999999999
Waiakaburi River,River,"L.b. Canje r., r.b.  Berbice r., 65 km or 40 ½ mi. above a point opp. Ikuruwa r.",651121,38SE,"5° 32' 39"" N","57° 36' 48"" W",612870,432065,5015,5.544300000000004,-57.6134
Waiakamparu Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 32 km or 20 mi. above Sukabi r.",721151,41SE,"5° 12' 48"" N","60° 7' 5"" W",577105,154286,5016,5.21339999999999,-60.11809999999999
Waiakapa Creek,Creek,"L.b. Shiribina ck., l.b. Ituni r., l.b. Berbice r., 2 km or 1 mi. up.",022111,37SE,"5° 32' 4"" N","58° 10' 30"" W",611889,369828,5017,5.534599999999995,-58.1752
Waiamu Creek,Creek,"L.b. Wikki r., r.b. Berbice r., 107 km or 66 ½ mi. up.",022122,46SW,"5° 1' 42"" N","57° 57' 11"" W",555877,394339,5018,5.028400000000001,-57.9531
Waiamu Landing,Locality,"R.b. Wikki r., r.b. Berbice r., 106 km or 66 mi. up.",022122,46SW,"5° 1' 34"" N","57° 56' 59"" W",555640,394688,5019,5.026199999999992,-57.95000000000001
Waiamu Landing,Locality,"R.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 111 km or 69 mi. up.",712121,18SW,"6° 41' 48"" N","59° 19' 5"" W",740830,243733,5020,6.696699999999982,-59.31810000000001
Waiamu River,River,"L.b. Issano r., r.b. Mazaruni r., l.b. Essequibo r., 11 ½ km or 7 mi. up.",722131,35NW,"5° 45' 17"" N","59° 27' 8"" W",636698,228405,5021,5.754899999999984,-59.4523
Waiamu River,River,"R.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 114 km or 71 mi. up.",712121,18SW,"6° 41' 2"" N","59° 20' 28"" W",739423,241156,5022,6.683900000000006,-59.3413
Waiaraeng Fall,Fall,"Ataro r., l.b. Kukui r., l.b. Mazaruni r., l.b. Essequibo r., 23 ½ km or 14 ½ mi. up.",721153,40SE,"5° 13' 59"" N","60° 31' 54"" W",579549,108377,5023,5.233300000000001,-60.53179999999999
Waiarakwa Creek,Creek,"R.b. Ituni r., l.b. Berbice r., 9 km or 5 ½ mi. up.",022111,38SW,"5° 32' 16"" N","57° 58' 25"" W",612202,392143,5024,5.537799999999989,-57.97370000000001
Waiarima River,River,"L.b. Tipuru r., l.b. Essequibo r., 2 ½ km or 1 ½ mi. up.",722221,36NE,"5° 52' 51"" N","58° 35' 58"" W",650302,322903,5025,5.880999999999988,-58.599700000000006
Waiba Creek,Creek,"L.b. Pomeroon r., 5 km or 3 mi. above a point opp. Charity.",212241,12NE,"7° 21' 48"" N","58° 38' 5"" W",814255,319561,5026,7.363400000000009,-58.6347
Waibananoko Creek,Creek,"R.b. Kaituma r., l.b. Barima r., 33 ½ km or 21 mi. up.",112121,5NE,"7° 55' 48"" N","59° 42' 5"" W",877540,202144,5027,7.930100000000004,-59.7015
Waikapiapu Mountain,Mountain,"Int. bound. bet. Guyana and Venezuela, 22 km or 13 ½ mi. NW. of Mount Roraima.",721112,40NW,"5° 20' 48"" N","60° 52' 5"" W",592339,71107,5028,5.34669999999999,-60.8682
Waikarapai,Locality,"R.b. Kako r., l.b. Mazaruni r., l.b. Essequibo r., 48 km or 30 mi. up.",721111,32SE,"5° 30' 48"" N","60° 43' 5"" W",610699,87877,5029,5.513399999999997,-60.71820000000001
Waikat Creek,Creek,"R.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 62 km or 38 ½ mi. up.",721122,32NW,"5° 49' 48"" N","60° 53' 5"" W",645902,69610,5030,5.8300999999999945,-60.8848
Waikatipu Mountain,Mountain,"R.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 1 km or ½ mi. SE. of a point 63 km or 39 mi. up.",721122,32NW,"5° 49' 9"" N","60° 52' 43"" W",644715,70291,5031,5.819399999999988,-60.8786
Waikaweak Mountain,Mountain,"Source of Uchi r., l.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 3 km or 2 mi. SW. of Wokarapang mt.",721121,31NW,"5° 53' 44"" N","61° 18' 1"" W",653500,23548,5032,5.8955999999999955,-61.3004
Waikinipa River,River,"R.b. Akawini r., l.b. Pomeroon r., 38 km or 23 ½ mi. up.",21211,12NW,"7° 20' 8"" N","58° 47' 25"" W",811266,302350,5033,7.33580000000001,-58.7905
Waikrebi Creek,Creek,"L.b. Aruka r.,  l.b. Barima r., 11 ½ km or 7 mi. up.",112125,1SW,"8° 9' 48"" N","59° 48' 5"" W",903439,191286,5034,8.163499999999985,-59.8015
Waikrebi Hill,Hill,"L.b. Aruka r., l.b. Barima r., 1 ½ km or 1 mi. W. of the mouth of Waikrebi ck.",112125,1SW,"8° 9' 49"" N","59° 49' 4"" W",903490,189467,5035,8.163800000000002,-59.818
Waikrebi Mission,Village,"R.b. Barama r.,  l.b. Waini r., 27 ½ km or 17 mi. up.",122223,11NW,"7° 31' 48"" N","59° 24' 5"" W",833078,234993,5036,7.530100000000004,-59.40140000000001
Waikrebi Amer. Vil.,Amer. Vil.,"Both banks Waikrebi r., r.b. Barama r., l.b. Waini r., from mouth to source.",122223,11NW,"7° 28' 48"" N","59° 23' 5"" W",827536,236804,5037,7.480100000000006,-59.38479999999999
Waikrebi River,River,"R.b. Barama r., l.b. Waini r., 27 ½ km or 17 mi. up.",122223,6SW,"7° 31' 48"" N","59° 24' 5"" W",833078,234993,5038,7.530100000000004,-59.40140000000001
Waiku River,River,"L.b. Potaro r., l.b. Essequibo r., 17 km or 10 ½ mi. above Kaieteur fall.",812121,42SE,"5° 6' 32"" N","59° 32' 2"" W",565284,219060,5039,5.109200000000005,-59.5339
Waikuma or Turtle Creek,Creek,"R.b. Barima r., 3 km or 2 mi. above a point opp. Aruka r.",112124,1SE,"8° 12' 16"" N","59° 42' 29"" W",907927,201594,5040,8.204600000000006,-59.708299999999994
Waikunare Island,Island,"Wenamu r., Cuyuni r.,  l.b. Mazaruni r., l.b. Essequibo r., 152 km or 94 ½ mi. up.",711111,22SE,"6° 7' 48"" N","61° 14' 5"" W",679435,31023,5041,6.130100000000001,-61.2349
Waikuri Rapids,Rapids,"Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 128 km or 79 ½ mi. up.",71212,18SW,"6° 38' 57"" N","59° 27' 6"" W",735643,228926,5042,6.649199999999998,-59.45170000000001
Waikuri Mountains,Mountains,"R.b. Akaiwong r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 4 km or 2 ½ mi. SE. of the mouth of Akaiwong r.",712122,17SE,"6° 37' 19"" N","59° 31' 5"" W",732689,221551,5043,6.622200000000005,-59.51830000000001
Waikuri or Kuniparu River,River,"R.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 122 km or 76 mi. up.",712122,18SW,"6° 38' 48"" N","59° 24' 5"" W",735342,234488,5044,6.646699999999998,-59.40140000000001
Waila River,River,"R.b. Arabaru r., r.b. Kako r., l.b. Mazaruni r., l.b. Essequibo r., 6 km or 3 ½ mi. up.",721111,32SE,"5° 30' 39"" N","60° 39' 53"" W",610384,93799,5045,5.51090000000001,-60.6648
Wailagwa Creek,Creek,"L.b. Mazaruni r., l.b. Essequibo r., 8 ½ km or 5 ½ mi. above Kamarang r.",721132,32NE,"5° 49' 48"" N","60° 34' 5"" W",645669,104741,5046,5.8300999999999945,-60.56819999999999
Wailambaru Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 49 ½ km or 30 ½ mi. above Tumong r.",811212,42SW,"5° 3' 48"" N","59° 58' 5"" W",560422,170856,5047,5.0634,-59.9681
Wailong River,River,"R.b. Kuribrong r., l.b. Potaro r., l.b. Essequibo r., 9 ½ km or 6 mi. above Mona Fall.",821111,43NW,"5° 26' 21"" N","59° 26' 50"" W",601771,228796,5048,5.439299999999985,-59.4474
Waimakabra River,River,"R.b. Barama r., r.b. Waini r., 186 ½ km or 116 mi. up.",122134,10NW,"7° 20' 20"" N","59° 57' 12"" W",812314,173898,5049,7.339100000000005,-59.95340000000001
Waimong Mountain,Mountain,"R.b. Mazaruni r., l.b. Essequibo r., 3 ½ km or 2 mi. inland from a point 15 km or 9 ½ mi. below a point opp. Kamarang r.",721132,32NE,"5° 58' 48"" N","60° 36' 5"" W",662307,101151,5050,5.9800999999999975,-60.601499999999994
Wainamu River,River,"R.b. Barama r., l.b. Waini r., 113 km or 70 mi. up.",12223,10NE,"7° 19' 32"" N","59° 39' 21"" W",810633,206756,5051,7.325799999999997,-59.6559
Wainereri River,River,"R.b. Pomeroon r., 12 ½ km or 8 mi. above Arapiako r.",211231,12NW,"7° 15' 38"" N","58° 48' 5"" W",802969,301096,5052,7.2608000000000015,-58.80159999999999
Waini Point,Point,"R.b. Waini r., at its mouth.",121111,1NW,"8° 23' 40"" N","59° 48' 47"" W",929035,190158,5053,8.394599999999995,-59.8133
Waini River,River,"Atlantic Coast of Guyana, 1 ½ km or 1 mi. E. of the int. land bound. bet. Guyana and Venezuela.",121111,1NW,"8° 22' 26"" N","59° 48' 56"" W",926757,189892,5054,8.374000000000002,-59.815599999999996
Wainiballi Creek,Creek,"R.b. Ituni r., l.b. Berbice r., 25 km or 15 ½ mi. up.",022111,37SE,"5° 32' 42"" N","58° 5' 1"" W",613031,379960,5055,5.545099999999986,-58.0837
Wainibaruka Creek,Creek,"L.b. Moruka r., 21 km or 13 mi. up.",12113,7SW,"7° 39' 48"" N","58° 54' 5"" W",847555,290259,5056,7.663400000000003,-58.9014
Wainibisi River,River,"R.b. Demerara r., 34 km or 21 mi. above Karakara r., Linden.",01221,37NW,"5° 51' 17"" N","58° 20' 35"" W",647335,351288,5057,5.85479999999999,-58.343300000000006
Wainong Creek,Creek,"R.b. Kurupung r., r.b. Mazaruni r., l.b. Essequibo r., 40 km or 25 mi. up.",721212,24SW,"6° 7' 48"" N","60° 19' 5"" W",678718,132668,5058,6.130100000000001,-60.31810000000001
Waieklepaluta,Settlement,"L.b. Haieka r., l.b. Mazaruni r., l.b. Essequibo r., 2 ½ km or 1 ½ mi. inland from a point 12 km or 7 ½ mi. up.",721152,41NE,"5° 27' 16"" N","60° 9' 47"" W",603838,149429,5059,5.454599999999988,-60.1631
Waipa Mountain,Mountain,"L.b. Ireng r., r.b. Takutu r., 3 ½ km or 2 mi. inland from a point 23 km or 14 ½ mi. above Tumong r.",811128,49NW,"4° 51' 48"" N","59° 59' 5"" W",538292,168906,5060,4.8633999999999995,-59.98480000000001
Waipa Amer. Vil.,Amer. Vil.,"L.b. Ireng r., r.b. Takutu r., 28 km or 17 ½ mi. above Tumong r.",811128,49NW,"4° 54' 48"" N","59° 58' 5"" W",543818,170781,5061,4.913399999999996,-59.9681
Waipopo River,River,"R.b. Rupununi r., l.b. Essequibo r., 49 km or 30 ½ mi. above Katiwau or Sand r.",912222,71SW,"2° 38' 53"" N","59° 28' 27"" W",292992,224869,5062,2.6483000000000088,-59.47440000000001
Waipotosi Island,Island,"Essequibo r., 2 km or 1 mi. from a point on its right bank, 3 ½ km or 2 mi. above Bonasika r.",312125,19SE,"6° 44' 8"" N","58° 32' 45"" W",744793,329118,5063,6.7355999999999945,-58.54610000000001
Wairanapu Creek,Creek,"R.b. Demerara r., 15 ½ km or 9 ½ mi. above Ororo Marali or Great Falls.",012312,44SE,"5° 14' 48"" N","58° 36' 5"" W",580162,322523,5064,5.246699999999996,-58.60139999999999
Waitabra,Locality,"R.b. Wenamu r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 139 ½ km or 86 ½ mi. up.",711111,22SE,"6° 7' 48"" N","61° 11' 5"" W",679391,36570,5065,6.130100000000001,-61.1849
Waituir Fall,Fall,"Kuribrong r., l.b. Potaro r., l.b. Essequibo r., 21 ½ km or 13 ½ mi. above Mona Fall.",821111,42NE,"5° 26' 31"" N","59° 30' 6"" W",602093,222780,5066,5.442000000000013,-59.50170000000001
Waitupang River,River,"L.b. Ireng r., r.b. Takutu r., 21 km or 13 mi. above Tumong r.",811129,48NE,"4° 50' 48"" N","60° 1' 5"" W",536464,165197,5067,4.8466999999999825,-60.0181
Waitupang River,River,"L.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 55 ½ km or 34 ½ mi. up.",7211,32NW,"5° 49' 48"" N","60° 51' 5"" W",645876,73309,5068,5.8300999999999945,-60.85150000000001
Waiubang River,River,"L.b. Iwanang r., l.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 2 km or 1 mi. up.",721132,32NE,"5° 50' 48"" N","60° 44' 5"" W",647635,86265,5069,5.846699999999997,-60.7348
Waiuma Creek,Creek,"R.b. Baunina ck., l.b. Yarikita r., r.b. Amakura r., 1 km or ½ mi. up.",112112,1SW,"8° 0' 29"" N","59° 59' 29"" W",886389,170209,5070,8.008099999999992,-59.9914
Waiuma River,River,"R.b. Mobaina r., l.b. Yarikita r., r.b. Amakura r., 1 km or ½ mi. up.",112111,4NE,"8° 1' 10"" N","60° 0' 55"" W",887693,167580,5071,8.019699999999995,-60.01530000000001
Waiupang Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 16 km or 10 mi. above Sukabi r.",811212,41SE,"5° 7' 48"" N","60° 3' 5"" W",567844,161641,5072,5.129999999999987,-60.0515
Waiwa River,River,"L.b. Barama r., l.b. Waini r., 10 km or 6 mi. up.",121212,6SW,"7° 36' 48"" N","59° 19' 5"" W",842248,244244,5073,7.613400000000007,-59.31810000000001
Waiwai Village,Village,"L.b. Essequibo r., 180 km or 112 mi. above Kuyuwini r.",92111,85SE,"1° 34' 21"" N","58° 39' 23"" W",173898,315708,5074,1.5725999999999922,-58.65659999999999
Waiwai Fall,Fall,"New r., l.b. Corentyne r., 11 ½ km or 7 mi. up.",67,68SE,"3° 13' 47"" N","57° 38' 4"" W",357037,429486,5075,3.2299999999999898,-57.634699999999995
Waiwalantipu Mountain,Mountain,"L.b. Ekereku r., r.b. Cuyuni r., l.b. Mazaruni r., Essequibo r., 6 km or 3 ½ mi. NW. of its source.",71 and 72,32NW,"5° 54' 52"" N","60° 52' 35"" W",655276,70585,5076,5.914699999999998,-60.87660000000001
Waiworamuko Creek,Creek,"L.b. Barima r., 51 km or 31 ½ mi. above Kaituma r.",112223,6NW,"7° 56' 40"" N","59° 26' 52"" W",878971,230127,5077,7.944599999999985,-59.4479
Wakahena Creek,Creek,"R.b. Waini r., 56 ½ km or 35 mi. above Waini point.",12111,2SW,"8° 8' 31"" N","59° 24' 23"" W",900780,234821,5078,8.141999999999998,-59.406499999999994
Wakakwanau,Village,"2 km or 1 mi. up r.b. of unnamed creek, 3 km or 2 mi. above Parabarawau r., r.b. Mushaiwau r., l.b. Kuyuwini r.,  l.b. Essequibo r.",921212,77SW,"2° 12' 47"" N","59° 18' 5"" W",244837,244029,5079,2.2132999999999976,-59.3014
Wakapau Hill,Hill,"R.b. Wakapau r., l.b. Pomeroon r., 4 km or 2 ½ mi. Southwestwards from the mouth of Kurasani r.",212121,12NW,"7° 25' 48"" N","58° 49' 5"" W",821707,299348,5080,7.430099999999997,-58.8181
